6	0	1
6	36	1
6	288	1
6	401	1
6	584	1
6	623	1
6	863	1
6	951	1
6	1038	1
6	1107	1
6	1310	1
6	1484	1
6	1485	1
6	1536	1
6	1704	1
6	1927	1
6	1951	1
6	2229	1
6	2338	1
6	2817	1
6	2968	1
6	2973	1
6	2977	1
6	3166	1
6	3417	1
6	3524	1
6	3897	1
6	3934	1
6	4245	1
6	4292	1
6	4605	1
6	4880	1
6	5541	1
6	5626	1
6	5637	1
6	6306	1
6	6402	1
6	6511	1
6	7120	1
6	7520	1
6	7776	1
6	8096	1
6	8197	1
6	8486	1
6	8582	1
6	8853	1
6	8870	1
6	8891	1
6	9068	1
6	9148	1
6	10265	1
6	10677	1
6	10905	1
6	10916	1
6	11002	1
6	11325	1
6	11658	1
6	11844	1
6	12097	1
6	12223	1
6	12724	1
6	12929	1
6	13034	1
6	13116	1
6	13206	1
6	13612	1
6	13731	1
6	14365	1
6	14371	1
6	14578	1
6	15328	1
6	15589	1
6	15841	1
6	15918	1
6	16393	1
6	16736	1
6	16950	1
6	17425	1
6	17515	1
6	17673	1
6	17721	1
6	17930	1
6	18701	1
6	18723	1
6	18930	1
6	19106	1
6	19174	1
6	19394	1
6	19411	1
6	19562	1
6	19600	1
6	19688	1
6	19916	1
6	19996	1
6	20099	1
6	20133	1
6	20411	1
6	20476	1
6	20500	1
6	20517	1
6	20698	1
6	20705	1
6	20975	1
6	21329	1
6	21523	1
6	21639	1
6	21975	1
6	22143	1
6	22337	1
6	22338	1
6	22734	1
6	22751	1
6	23742	1
6	24381	1
6	24502	1
6	24625	1
6	24729	1
6	24803	1
6	24864	1
6	25014	1
6	25125	1
6	25168	1
6	25419	1
6	25650	1
6	25819	1
6	26126	1
6	26427	1
6	27493	1
6	27554	1
6	27604	1
6	27643	1
6	27776	1
6	28713	1
6	28749	1
6	28804	1
6	29048	1
6	29075	1
6	29151	1
6	29325	1
6	29335	1
6	29408	1
6	29661	1
6	30523	1
6	30545	1
6	30607	1
6	30766	1
6	30938	1
6	30989	1
6	31086	1
6	31722	1
6	31842	1
6	32178	1
6	32322	1
6	32836	1
6	32910	1
6	33121	1
6	33797	1
6	34085	1
6	34273	1
6	34296	1
6	34528	1
10	12223	1
10	15358	1
10	19562	1
10	20558	1
10	25014	1
10	25819	1
10	31722	1
10	31815	1
10	33516	1
11	1951	1
12	401	1
12	863	1
12	1038	1
12	1485	1
12	1704	1
12	1927	1
12	1951	1
12	3108	1
12	4734	1
12	5294	1
12	5321	1
12	5541	1
12	5658	1
12	6461	1
12	7110	1
12	8414	1
12	9957	1
12	10677	1
12	10986	1
12	11446	1
12	12501	1
12	12512	1
12	13319	1
12	15709	1
12	15930	1
12	16720	1
12	17335	1
12	17713	1
12	17755	1
12	17937	1
12	18220	1
12	19426	1
12	19656	1
12	21169	1
12	21712	1
12	22177	1
12	22204	1
12	24208	1
12	26302	1
12	26720	1
12	27643	1
12	28749	1
12	29335	1
12	29340	1
12	30523	1
12	31254	1
12	31637	1
12	32233	1
12	32480	1
12	33320	1
12	33512	1
18	3747	1
18	12223	1
18	25014	1
18	31722	1
19	3273	1
19	12223	1
19	15358	1
19	24225	1
19	31722	1
28	3225	1
28	8302	1
28	21140	1
29	12223	1
29	25014	1
29	31722	1
31	12223	1
31	14416	1
31	19562	1
31	20558	1
31	22888	1
31	25014	1
31	27578	1
31	29774	1
31	31722	1
38	1951	1
38	19562	1
38	20466	1
38	20558	1
38	22888	1
38	26388	1
38	29774	1
40	6	1
40	36	1
40	62	1
40	194	1
40	197	1
40	210	1
40	288	1
40	354	1
40	535	1
40	651	1
40	666	1
40	701	1
40	734	1
40	903	1
40	991	1
40	1529	1
40	1742	1
40	1867	1
40	1951	1
40	2063	1
40	2272	1
40	2378	1
40	2977	1
40	3462	1
40	3747	1
40	4069	1
40	4468	1
40	4549	1
40	4762	1
40	4807	1
40	5083	1
40	5246	1
40	5569	1
40	5637	1
40	6378	1
40	6481	1
40	6766	1
40	6899	1
40	6940	1
40	6992	1
40	7396	1
40	7423	1
40	7587	1
40	8233	1
40	8480	1
40	8498	1
40	8627	1
40	8891	1
40	8959	1
40	9045	1
40	9253	1
40	9374	1
40	10039	1
40	10916	1
40	11210	1
40	11260	1
40	11374	1
40	11439	1
40	11864	1
40	11875	1
40	12070	1
40	12081	1
40	12324	1
40	12378	1
40	12612	1
40	12981	1
40	13098	1
40	13275	1
40	13376	1
40	14119	1
40	14231	1
40	14527	1
40	14662	1
40	14858	1
40	15011	1
40	15041	1
40	15588	1
40	15918	1
40	15926	1
40	16476	1
40	16570	1
40	16858	1
40	16970	1
40	17011	1
40	17036	1
40	17371	1
40	17437	1
40	17515	1
40	18080	1
40	18707	1
40	18894	1
40	18970	1
40	19081	1
40	19343	1
40	19675	1
40	19749	1
40	19846	1
40	19996	1
40	20053	1
40	20103	1
40	20230	1
40	20235	1
40	20499	1
40	20729	1
40	20769	1
40	20811	1
40	20825	1
40	20868	1
40	21329	1
40	21441	1
40	21583	1
40	21824	1
40	21947	1
40	21953	1
40	22143	1
40	22405	1
40	22632	1
40	22862	1
40	22913	1
40	22993	1
40	23319	1
40	23324	1
40	23347	1
40	23507	1
40	23944	1
40	24505	1
40	24748	1
40	24944	1
40	25181	1
40	25219	1
40	25418	1
40	25530	1
40	25583	1
40	25602	1
40	25758	1
40	25827	1
40	26148	1
40	26747	1
40	26822	1
40	27853	1
40	27984	1
40	28016	1
40	28135	1
40	28278	1
40	28421	1
40	28586	1
40	28899	1
40	28903	1
40	29262	1
40	29817	1
40	29931	1
40	30150	1
40	30261	1
40	30397	1
40	30746	1
40	30938	1
40	30985	1
40	31054	1
40	31210	1
40	32297	1
40	32444	1
40	32554	1
40	32583	1
40	32831	1
40	33065	1
40	33343	1
40	33618	1
40	33879	1
40	34057	1
40	34426	1
40	34527	1
40	34528	1
41	1927	1
41	8891	1
41	13233	1
41	22255	1
41	28749	1
42	176	1
42	260	1
42	288	1
42	401	1
42	449	1
42	493	1
42	586	1
42	673	1
42	946	1
42	1310	1
42	1485	1
42	1536	1
42	1623	1
42	1927	1
42	1951	1
42	2713	1
42	3574	1
42	4008	1
42	4118	1
42	4451	1
42	5541	1
42	5637	1
42	6406	1
42	6716	1
42	7424	1
42	7502	1
42	7520	1
42	7776	1
42	7907	1
42	7950	1
42	8004	1
42	8197	1
42	8891	1
42	9544	1
42	9813	1
42	10259	1
42	10265	1
42	10330	1
42	10377	1
42	10677	1
42	10684	1
42	11662	1
42	12223	1
42	12501	1
42	13416	1
42	13612	1
42	13731	1
42	14335	1
42	14530	1
42	15358	1
42	15955	1
42	16178	1
42	16736	1
42	16988	1
